Orthogroup	Duplications (all)	Duplications (50% support)
OG0022753	4	4
OG0022754	4	4
OG0022755	4	4
OG0022756	4	4
OG0022757	4	4
OG0022758	4	4
OG0022759	4	4
OG0022760	4	4
OG0022761	4	4
OG0022762	4	4
OG0022763	4	4
OG0022764	4	4
OG0022765	4	4
OG0022766	4	4
OG0022767	4	4
OG0022768	4	4
OG0022769	4	4
OG0022770	4	4
OG0022771	4	4
OG0022772	4	4
OG0022773	4	4
OG0022774	4	4
OG0022775	4	4
OG0022776	4	4
OG0022777	4	4
OG0022778	4	4
OG0022779	4	4
OG0022780	4	4
OG0022781	4	4
OG0022782	4	4
OG0022783	4	4
OG0022784	4	4
OG0022785	4	4
OG0022786	4	4
OG0022787	4	4
OG0022788	4	4
OG0022789	4	4
OG0022790	4	4
OG0022791	4	4
OG0022792	4	4
OG0022793	4	4
OG0022794	4	4
OG0022795	4	4
OG0022796	4	4
OG0022797	4	4
OG0022798	4	4
OG0022799	4	4
OG0022800	3	3
OG0022801	2	2
OG0022802	4	4
OG0022803	4	4
OG0022804	4	4
OG0022805	4	4
OG0022806	4	4
OG0022807	4	4
OG0022808	4	4
OG0022809	4	4
OG0022810	4	4
OG0022811	4	4
OG0022812	4	4
OG0022813	4	4
OG0022814	3	3
OG0022815	4	4
OG0022816	2	2
OG0022817	4	4
OG0022818	3	3
OG0022819	4	4
OG0022820	4	4
OG0022821	3	3
OG0022822	4	4
OG0022823	4	4
OG0022824	4	4
OG0022825	4	4
OG0022826	4	4
OG0022827	4	4
OG0022828	4	4
OG0022829	4	4
OG0022830	3	3
OG0022831	4	4
OG0022832	4	4
OG0022833	4	4
OG0022834	4	4
OG0022835	4	4
OG0022836	4	4
OG0022837	4	4
OG0022838	2	2
OG0022839	4	4
OG0022840	4	4
OG0022841	4	4
OG0022842	4	4
OG0022843	4	4
OG0022844	4	4
OG0022845	4	4
OG0022846	4	4
OG0022847	4	4
OG0022848	4	4
OG0022849	2	2
OG0022850	4	4
OG0022851	4	4
OG0022852	4	4
OG0022853	4	4
OG0022854	4	4
OG0022855	4	4
OG0022856	3	3
OG0022857	4	4
OG0022858	4	4
OG0022859	2	2
OG0022860	4	4
OG0022861	4	4
OG0022862	4	4
OG0022863	3	3
OG0022864	3	3
OG0022865	4	4
OG0022866	4	4
OG0022867	3	3
OG0022868	4	4
OG0022869	4	4
OG0022870	3	3
OG0022871	4	4
OG0022872	3	3
OG0022873	3	3
OG0022874	4	4
OG0022875	4	4
OG0022876	1	0
OG0022877	2	2
OG0022878	4	4
OG0022879	3	3
OG0022880	4	4
OG0022881	2	2
OG0022882	4	4
OG0022883	4	4
OG0022884	2	2
OG0022885	3	3
OG0022886	1	0
OG0022887	3	3
OG0022888	4	4
OG0022889	4	4
OG0022890	3	3
OG0022891	4	4
OG0022892	3	3
OG0022893	3	3
OG0022894	4	4
OG0022895	4	4
OG0022896	4	4
OG0022897	3	3
OG0022898	3	3
OG0022899	4	4
OG0022900	4	4
OG0022901	4	4
OG0022902	3	3
OG0022903	4	4
OG0022904	4	4
OG0022905	3	3
OG0022906	3	3
OG0022907	2	2
OG0022908	4	4
OG0022909	4	4
OG0022910	4	4
OG0022911	4	4
OG0022912	4	4
OG0022913	4	4
OG0022914	4	4
OG0022915	4	4
OG0022916	4	4
OG0022917	4	4
OG0022918	4	4
OG0022919	4	4
OG0022920	4	4
OG0022921	4	4
OG0022922	4	4
OG0022923	4	4
OG0022924	4	4
OG0022925	4	4
OG0022926	4	4
OG0022927	4	4
OG0022928	4	4
OG0022929	4	4
OG0022930	4	4
OG0022931	4	4
OG0022932	4	4
OG0022933	4	4
OG0022934	4	4
OG0022935	4	4
OG0022936	4	4
OG0022937	4	4
OG0022938	4	4
OG0022939	4	4
OG0022940	3	3
OG0022941	4	4
OG0022942	4	4
OG0022943	3	3
OG0022944	4	4
OG0022945	4	4
OG0022946	4	4
OG0022947	4	4
OG0022948	4	4
OG0022949	4	4
OG0022950	4	4
OG0022951	4	4
OG0022952	4	4
OG0022953	4	4
OG0022954	4	4
OG0022955	4	4
OG0022956	4	4
OG0022957	4	4
OG0022958	4	4
OG0022959	4	4
OG0022960	4	4
OG0022961	4	4
OG0022962	4	4
OG0022963	4	4
OG0022964	4	4
OG0022965	4	4
OG0022966	4	4
OG0022967	4	4
OG0022968	4	4
OG0022969	4	4
OG0022970	4	4
OG0022971	4	4
OG0022972	2	2
OG0022973	4	4
OG0022974	4	4
OG0022975	4	4
OG0022976	4	4
OG0022977	4	4
OG0022978	4	4
OG0022979	4	4
OG0022980	4	4
OG0022981	4	4
OG0022982	4	4
OG0022983	4	4
OG0022984	4	4
OG0022985	4	4
OG0022986	4	4
OG0022987	4	4
OG0022988	4	4
OG0022989	4	4
OG0022990	4	4
OG0022991	4	4
OG0022992	4	4
OG0022993	4	4
OG0022994	4	4
OG0022995	4	4
OG0022996	4	4
OG0022997	4	4
OG0022998	4	4
OG0022999	4	4
OG0023000	4	4
OG0023001	4	4
OG0023002	4	4
OG0023003	4	4
OG0023004	4	4
OG0023005	4	4
OG0023006	4	4
OG0023007	4	4
OG0023008	4	4
OG0023009	4	4
OG0023010	4	4
OG0023011	4	4
OG0023012	4	4
OG0023013	4	4
OG0023014	4	4
OG0023015	4	4
OG0023016	4	4
OG0023017	4	4
OG0023018	4	4
OG0023019	4	4
OG0023020	4	4
OG0023021	4	4
OG0023022	4	4
OG0023023	4	4
OG0023024	4	4
OG0023025	4	4
OG0023026	4	4
OG0023027	4	4
OG0023028	4	4
OG0023029	4	4
OG0023030	4	4
OG0023031	4	4
OG0023032	4	4
OG0023033	4	4
OG0023034	4	4
OG0023035	4	4
OG0023036	4	4
OG0023037	4	4
OG0023038	4	4
OG0023039	4	4
OG0023040	4	4
OG0023041	4	4
OG0023042	4	4
OG0023043	4	4
OG0023044	4	4
OG0023045	4	4
OG0023046	4	4
OG0023047	4	4
OG0023048	4	4
OG0023049	4	4
OG0023050	4	4
OG0023051	4	4
OG0023052	3	3
OG0023053	1	1
OG0023054	3	3
OG0023055	2	2
OG0023056	2	2
OG0023057	1	1
OG0023058	1	1
OG0023059	3	3
OG0023060	1	1
OG0023061	2	2
OG0023062	1	1
OG0023063	1	1
OG0023064	2	2
OG0023065	3	3
OG0023066	3	3
OG0023067	3	3
OG0023068	3	3
OG0023069	3	3
OG0023070	2	2
OG0023071	3	3
OG0023072	3	3
OG0023073	3	3
OG0023074	1	1
OG0023075	2	2
OG0023076	3	3
OG0023077	1	1
OG0023078	3	3
OG0023079	1	1
OG0023080	2	2
OG0023081	2	2
OG0023082	3	3
OG0023083	1	1
OG0023084	2	2
OG0023085	1	1
OG0023086	2	2
OG0023087	0	0
OG0023088	3	3
OG0023089	2	2
OG0023090	3	3
OG0023091	3	3
OG0023092	2	2
OG0023093	1	1
OG0023094	3	3
OG0023095	3	3
OG0023096	2	2
OG0023097	3	3
OG0023098	3	3
OG0023099	2	2
OG0023100	2	2
OG0023101	3	3
OG0023102	3	3
OG0023103	1	1
OG0023104	1	1
OG0023105	1	1
OG0023106	3	3
OG0023107	2	2
OG0023108	2	2
OG0023109	2	2
OG0023110	3	3
OG0023111	2	2
OG0023112	2	2
OG0023113	3	3
OG0023114	1	1
OG0023115	3	3
OG0023116	2	2
OG0023117	3	3
OG0023118	3	3
OG0023119	3	3
OG0023120	3	3
OG0023121	2	2
OG0023122	2	2
OG0023123	3	3
OG0023124	3	3
OG0023125	3	3
OG0023126	2	2
OG0023127	1	1
OG0023128	3	3
OG0023129	1	1
OG0023130	2	2
OG0023131	3	3
OG0023132	3	3
OG0023133	3	3
OG0023134	0	0
OG0023135	3	3
OG0023136	2	2
OG0023137	2	2
OG0023138	1	0
OG0023139	1	1
OG0023140	2	2
OG0023141	3	3
OG0023142	2	2
OG0023143	2	2
OG0023144	2	2
OG0023145	2	2
OG0023146	1	1
OG0023147	2	2
OG0023148	2	2
OG0023149	1	1
OG0023150	1	1
OG0023151	1	1
OG0023152	1	1
OG0023153	1	1
OG0023154	1	1
OG0023155	3	3
OG0023156	3	3
OG0023157	3	3
OG0023158	1	1
OG0023159	3	3
OG0023160	1	1
OG0023161	3	3
OG0023162	3	3
OG0023163	2	2
OG0023164	3	3
OG0023165	3	3
OG0023166	3	3
OG0023167	1	1
OG0023168	2	2
OG0023169	2	2
OG0023170	3	3
OG0023171	2	2
OG0023172	2	2
OG0023173	3	3
OG0023174	1	1
OG0023175	1	1
OG0023176	2	2
OG0023177	1	1
OG0023178	3	3
OG0023179	1	1
OG0023180	1	1
OG0023181	1	1
OG0023182	2	2
OG0023183	3	3
OG0023184	2	2
OG0023185	3	3
OG0023186	2	2
OG0023187	2	2
OG0023188	3	3
OG0023189	3	3
OG0023190	3	3
OG0023191	2	2
OG0023192	1	1
OG0023193	2	2
OG0023194	3	3
OG0023195	3	3
OG0023196	2	2
OG0023197	1	1
OG0023198	2	2
OG0023199	3	3
OG0023200	3	3
OG0023201	0	0
OG0023202	2	2
OG0023203	1	1
OG0023204	1	1
OG0023205	3	3
OG0023206	2	2
OG0023207	1	1
OG0023208	0	0
OG0023209	1	1
OG0023210	3	3
OG0023211	1	1
OG0023212	3	3
OG0023213	2	2
OG0023214	3	3
OG0023215	3	3
OG0023216	2	2
OG0023217	2	2
OG0023218	2	2
OG0023219	1	1
OG0023220	2	2
OG0023221	3	3
OG0023222	3	3
OG0023223	2	2
OG0023224	2	2
OG0023225	2	2
OG0023226	1	1
OG0023227	3	3
OG0023228	2	2
OG0023229	2	2
OG0023230	2	2
OG0023231	3	3
OG0023232	2	2
OG0023233	1	1
OG0023234	2	2
OG0023235	2	2
OG0023236	2	2
OG0023237	2	2
OG0023238	1	1
OG0023239	3	3
OG0023240	1	1
OG0023241	3	3
OG0023242	1	1
OG0023243	2	2
OG0023244	2	2
OG0023245	3	3
OG0023246	1	1
OG0023247	2	2
OG0023248	3	3
OG0023249	3	3
OG0023250	1	1
OG0023251	1	1
OG0023252	2	2
OG0023253	2	2
OG0023254	2	2
OG0023255	1	1
OG0023256	2	2
OG0023257	2	2
OG0023258	2	2
OG0023259	0	0
OG0023260	3	3
OG0023261	2	2
OG0023262	2	2
OG0023263	2	2
OG0023264	2	2
OG0023265	2	2
OG0023266	3	3
OG0023267	2	2
OG0023268	2	2
OG0023269	3	3
OG0023270	1	1
OG0023271	2	2
OG0023272	1	1
OG0023273	2	2
OG0023274	3	3
OG0023275	2	2
OG0023276	3	3
OG0023277	2	2
OG0023278	3	3
OG0023279	2	2
OG0023280	2	2
OG0023281	3	3
OG0023282	2	2
OG0023283	3	3
OG0023284	3	3
OG0023285	3	3
OG0023286	2	2
OG0023287	2	2
OG0023288	2	2
OG0023289	1	1
OG0023290	3	3
OG0023291	3	3
OG0023292	2	2
OG0023293	2	2
OG0023294	0	0
OG0023295	2	2
OG0023296	1	1
OG0023297	1	1
OG0023298	2	2
OG0023299	2	2
OG0023300	1	1
OG0023301	2	2
OG0023302	3	3
OG0023303	1	1
OG0023304	3	3
OG0023305	3	3
OG0023306	1	1
OG0023307	1	1
OG0023308	1	1
OG0023309	3	3
OG0023310	2	2
OG0023311	1	1
OG0023312	3	3
OG0023313	2	2
OG0023314	2	2
OG0023315	2	2
OG0023316	2	2
OG0023317	2	2
OG0023318	2	2
OG0023319	1	1
OG0023320	1	1
OG0023321	2	2
OG0023322	2	2
OG0023323	1	1
OG0023324	1	1
OG0023325	1	1
OG0023326	3	3
OG0023327	3	3
OG0023328	2	2
OG0023329	2	2
OG0023330	2	2
OG0023331	1	1
OG0023332	3	3
OG0023333	2	2
OG0023334	2	2
OG0023335	1	1
OG0023336	1	1
OG0023337	2	2
OG0023338	2	2
OG0023339	3	3
OG0023340	2	2
OG0023341	1	1
OG0023342	1	1
OG0023343	2	2
OG0023344	0	0
OG0023345	2	2
OG0023346	1	1
OG0023347	3	3
OG0023348	1	1
OG0023349	2	2
OG0023350	3	3
OG0023351	2	2
OG0023352	1	1
OG0023353	0	0
OG0023354	2	2
OG0023355	1	1
OG0023356	1	1
OG0023357	1	1
OG0023358	1	1
OG0023359	0	0
OG0023360	3	3
OG0023361	3	3
OG0023362	3	3
OG0023363	3	3
OG0023364	1	1
OG0023365	1	1
OG0023366	1	1
OG0023367	2	2
OG0023368	1	1
OG0023369	3	3
OG0023370	2	2
OG0023371	2	2
OG0023372	3	3
OG0023373	1	1
OG0023374	0	0
OG0023375	0	0
OG0023376	3	3
OG0023377	3	3
OG0023378	1	1
OG0023379	2	2
OG0023380	2	2
OG0023381	1	1
OG0023382	3	3
OG0023383	0	0
OG0023384	1	1
OG0023385	2	2
OG0023386	3	3
OG0023387	3	3
OG0023388	2	2
OG0023389	2	2
OG0023390	1	1
OG0023391	2	2
OG0023392	2	2
OG0023393	0	0
OG0023394	3	3
OG0023395	2	2
OG0023396	3	3
OG0023397	1	1
OG0023398	3	3
OG0023399	2	2
OG0023400	3	3
OG0023401	3	3
OG0023402	3	3
OG0023403	3	3
OG0023404	3	3
OG0023405	2	2
OG0023406	1	1
OG0023407	2	2
OG0023408	1	1
OG0023409	1	1
OG0023410	1	1
OG0023411	0	0
OG0023412	1	1
OG0023413	3	3
OG0023414	2	2
OG0023415	3	3
OG0023416	1	1
OG0023417	0	0
OG0023418	2	2
OG0023419	1	1
OG0023420	3	3
OG0023421	3	3
OG0023422	3	3
OG0023423	1	1
OG0023424	2	2
OG0023425	1	1
OG0023426	1	1
OG0023427	2	2
OG0023428	1	1
OG0023429	2	2
OG0023430	2	2
OG0023431	2	2
OG0023432	1	1
OG0023433	1	1
OG0023434	3	3
OG0023435	2	2
OG0023436	3	3
OG0023437	3	3
OG0023438	2	2
OG0023439	2	2
OG0023440	2	2
OG0023441	1	1
OG0023442	2	2
OG0023443	3	3
OG0023444	2	2
OG0023445	1	1
OG0023446	3	3
OG0023447	2	2
OG0023448	1	1
OG0023449	2	2
OG0023450	1	1
OG0023451	2	2
OG0023452	1	1
OG0023453	3	3
OG0023454	1	1
OG0023455	3	3
OG0023456	2	2
OG0023457	1	1
OG0023458	1	1
OG0023459	3	3
OG0023460	1	1
OG0023461	3	3
OG0023462	3	3
OG0023463	0	0
OG0023464	1	1
OG0023465	1	1
OG0023466	2	2
OG0023467	1	1
OG0023468	2	2
OG0023469	2	2
OG0023470	1	1
OG0023471	2	2
OG0023472	2	2
OG0023473	3	3
OG0023474	1	1
OG0023475	1	1
OG0023476	2	2
OG0023477	3	3
OG0023478	1	1
OG0023479	2	2
OG0023480	1	1
OG0023481	1	1
OG0023482	1	1
OG0023483	2	2
OG0023484	3	3
OG0023485	2	2
OG0023486	2	2
OG0023487	2	2
OG0023488	3	3
OG0023489	2	2
OG0023490	1	1
OG0023491	3	3
OG0023492	3	3
OG0023493	0	0
OG0023494	2	2
OG0023495	1	1
OG0023496	2	2
OG0023497	3	3
OG0023498	1	1
OG0023499	1	1
OG0023500	3	3
OG0023501	2	2
OG0023502	3	3
OG0023503	1	1
OG0023504	3	3
OG0023505	3	3
OG0023506	0	0
OG0023507	2	2
OG0023508	2	2
OG0023509	2	2
OG0023510	1	1
OG0023511	2	2
OG0023512	2	2
OG0023513	2	2
OG0023514	2	2
OG0023515	2	2
OG0023516	2	2
OG0023517	0	0
OG0023518	2	2
OG0023519	2	2
OG0023520	1	1
OG0023521	3	3
OG0023522	3	3
OG0023523	1	1
OG0023524	3	3
OG0023525	1	1
OG0023526	0	0
OG0023527	2	2
OG0023528	1	1
OG0023529	3	3
OG0023530	2	2
OG0023531	3	3
OG0023532	3	3
OG0023533	1	1
OG0023534	2	2
OG0023535	1	1
OG0023536	2	2
OG0023537	0	0
OG0023538	3	3
OG0023539	2	2
OG0023540	2	2
OG0023541	2	2
OG0023542	1	1
OG0023543	0	0
OG0023544	3	3
OG0023545	2	2
OG0023546	1	1
OG0023547	2	2
OG0023548	1	1
OG0023549	2	2
OG0023550	2	2
OG0023551	3	3
OG0023552	2	2
OG0023553	1	1
OG0023554	1	1
OG0023555	0	0
OG0023556	0	0
OG0023557	2	2
OG0023558	1	1
OG0023559	1	1
OG0023560	3	3
OG0023561	1	1
OG0023562	3	3
OG0023563	2	2
OG0023564	3	3
OG0023565	2	2
OG0023566	1	1
OG0023567	3	3
OG0023568	2	2
OG0023569	1	1
OG0023570	0	0
OG0023571	2	2
OG0023572	3	3
OG0023573	2	2
OG0023574	2	2
OG0023575	1	1
OG0023576	3	3
OG0023577	2	2
OG0023578	3	3
OG0023579	1	1
OG0023580	3	3
OG0023581	2	2
OG0023582	2	2
OG0023583	0	0
OG0023584	2	2
OG0023585	1	1
OG0023586	2	2
OG0023587	3	3
OG0023588	0	0
OG0023589	1	1
OG0023590	1	1
OG0023591	1	1
OG0023592	1	1
OG0023593	1	1
OG0023594	1	1
OG0023595	3	3
OG0023596	2	2
OG0023597	3	3
OG0023598	2	2
OG0023599	3	3
OG0023600	1	1
OG0023601	2	2
OG0023602	2	2
OG0023603	3	3
OG0023604	1	1
OG0023605	0	0
OG0023606	3	3
OG0023607	3	3
OG0023608	2	2
OG0023609	0	0
OG0023610	1	1
OG0023611	1	1
OG0023612	2	2
OG0023613	0	0
OG0023614	2	2
OG0023615	3	3
OG0023616	0	0
OG0023617	1	1
OG0023618	2	2
OG0023619	3	3
OG0023620	1	0
OG0023621	0	0
OG0023622	2	2
OG0023623	1	1
OG0023624	0	0
OG0023625	3	3
OG0023626	2	2
OG0023627	2	2
OG0023628	1	1
OG0023629	0	0
OG0023630	3	3
OG0023631	3	3
OG0023632	2	2
OG0023633	2	2
OG0023634	2	2
OG0023635	1	1
OG0023636	0	0
OG0023637	1	1
OG0023638	2	2
OG0023639	3	3
OG0023640	2	2
OG0023641	1	1
OG0023642	3	3
OG0023643	0	0
OG0023644	0	0
OG0023645	0	0
OG0023646	0	0
OG0023647	1	1
OG0023648	2	2
OG0023649	2	2
OG0023650	2	2
OG0023651	2	2
OG0023652	1	1
OG0023653	1	1
OG0023654	1	1
OG0023655	1	1
OG0023656	0	0
OG0023657	2	2
OG0023658	1	1
OG0023659	1	1
OG0023660	0	0
OG0023661	0	0
OG0023662	0	0
OG0023663	3	3
OG0023664	1	1
OG0023665	1	1
OG0023666	2	2
OG0023667	0	0
OG0023668	1	1
OG0023669	1	1
OG0023670	2	2
OG0023671	1	1
OG0023672	0	0
OG0023673	1	1
OG0023674	0	0
OG0023675	1	1
OG0023676	2	2
OG0023677	3	3
OG0023678	0	0
OG0023679	1	1
OG0023680	1	1
OG0023681	1	1
OG0023682	1	1
OG0023683	0	0
OG0023684	1	1
OG0023685	1	1
OG0023686	1	1
OG0023687	1	1
OG0023688	0	0
OG0023689	1	1
OG0023690	3	3
OG0023691	1	1
OG0023692	1	1
OG0023693	1	1
OG0023694	1	1
OG0023695	1	1
OG0023696	1	1
OG0023697	2	2
OG0023698	2	2
OG0023699	1	1
OG0023700	2	2
OG0023701	1	1
OG0023702	0	0
OG0023703	0	0
OG0023704	0	0
OG0023705	2	2
OG0023706	1	1
OG0023707	0	0
OG0023708	2	2
OG0023709	0	0
OG0023710	1	1
OG0023711	1	1
OG0023712	1	1
OG0023713	1	1
OG0023714	3	3
OG0023715	3	3
OG0023716	1	1
OG0023717	1	1
OG0023718	1	1
OG0023719	0	0
OG0023720	2	2
OG0023721	0	0
OG0023722	2	2
OG0023723	1	1
OG0023724	0	0
OG0023725	0	0
OG0023726	0	0
OG0023727	0	0
OG0023728	0	0
OG0023729	1	1
OG0023730	1	1
OG0023731	0	0
OG0023732	0	0
OG0023733	0	0
OG0023734	0	0
OG0023735	1	1
OG0023736	1	1
OG0023737	1	1
OG0023738	1	1
OG0023739	1	1
OG0023740	1	1
OG0023741	0	0
OG0023742	0	0
OG0023743	2	2
OG0023744	1	1
OG0023745	1	1
OG0023746	0	0
OG0023747	0	0
OG0023748	2	2
OG0023749	0	0
OG0023750	2	2
OG0023751	0	0
OG0023752	1	1
OG0023753	2	2
OG0023754	0	0
OG0023755	0	0
OG0023756	0	0
OG0023757	0	0
OG0023758	0	0
OG0023759	0	0
OG0023760	2	2
OG0023761	3	3
OG0023762	2	2
OG0023763	0	0
OG0023764	0	0
OG0023765	0	0
OG0023766	0	0
OG0023767	1	1
OG0023768	1	1
OG0023769	0	0
OG0023770	0	0
OG0023771	3	3
OG0023772	0	0
OG0023773	1	1
OG0023774	0	0
OG0023775	2	2
OG0023776	0	0
OG0023777	1	1
OG0023778	2	2
OG0023779	0	0
OG0023780	0	0
OG0023781	1	1
OG0023782	1	1
OG0023783	0	0
OG0023784	2	2
OG0023785	2	2
OG0023786	2	2
OG0023787	2	2
OG0023788	0	0
OG0023789	1	1
OG0023790	1	1
OG0023791	0	0
OG0023792	2	2
OG0023793	0	0
OG0023794	2	2
OG0023795	2	2
OG0023796	1	1
OG0023797	1	1
OG0023798	0	0
OG0023799	1	1
OG0023800	2	2
OG0023801	0	0
OG0023802	3	3
OG0023803	3	3
OG0023804	0	0
OG0023805	2	2
OG0023806	2	2
OG0023807	1	1
OG0023808	2	2
OG0023809	0	0
OG0023810	1	1
OG0023811	1	1
OG0023812	1	1
OG0023813	0	0
OG0023814	1	1
OG0023815	2	2
OG0023816	3	3
OG0023817	1	1
OG0023818	1	1
OG0023819	1	1
OG0023820	0	0
OG0023821	3	3
OG0023822	0	0
OG0023823	1	1
OG0023824	1	1
OG0023825	3	3
OG0023826	1	1
OG0023827	2	2
OG0023828	1	1
OG0023829	1	1
OG0023830	3	3
OG0023831	1	1
OG0023832	2	2
OG0023833	1	1
OG0023834	2	2
OG0023835	1	1
OG0023836	3	3
OG0023837	2	2
OG0023838	2	2
OG0023839	1	1
OG0023840	0	0
OG0023841	2	2
OG0023842	0	0
OG0023843	0	0
OG0023844	1	1
OG0023845	3	3
OG0023846	2	2
OG0023847	1	1
OG0023848	2	2
OG0023849	1	1
OG0023850	2	2
OG0023851	0	0
OG0023852	0	0
OG0023853	1	1
OG0023854	1	1
OG0023855	0	0
OG0023856	2	2
OG0023857	1	1
OG0023858	2	2
OG0023859	1	1
OG0023860	1	1
OG0023861	1	1
OG0023862	1	1
OG0023863	1	1
OG0023864	2	2
OG0023865	1	1
OG0023866	1	1
OG0023867	1	1
OG0023868	2	2
OG0023869	2	2
OG0023870	2	2
OG0023871	1	1
OG0023872	1	1
OG0023873	2	2
OG0023874	2	2
OG0023875	1	1
OG0023876	1	1
OG0023877	1	1
OG0023878	1	1
OG0023879	2	2
OG0023880	0	0
OG0023881	3	3
OG0023882	1	1
OG0023883	1	1
OG0023884	1	1
OG0023885	2	2
OG0023886	1	1
OG0023887	1	1
OG0023888	2	2
OG0023889	2	2
OG0023890	1	1
OG0023891	1	1
OG0023892	1	1
OG0023893	2	2
OG0023894	2	2
OG0023895	2	2
OG0023896	2	2
OG0023897	1	1
OG0023898	1	1
OG0023899	1	1
OG0023900	1	1
OG0023901	2	2
OG0023902	1	1
OG0023903	1	1
OG0023904	1	1
OG0023905	1	1
OG0023906	2	2
OG0023907	1	1
OG0023908	0	0
OG0023909	1	1
OG0023910	2	2
OG0023911	1	1
OG0023912	2	2
OG0023913	2	2
OG0023914	2	2
OG0023915	2	2
OG0023916	1	1
OG0023917	1	0
OG0023918	1	1
OG0023919	1	1
OG0023920	2	2
OG0023921	2	2
OG0023922	2	2
OG0023923	2	2
OG0023924	0	0
OG0023925	0	0
OG0023926	1	1
OG0023927	1	1
OG0023928	1	1
OG0023929	1	1
OG0023930	0	0
OG0023931	1	1
OG0023932	1	1
OG0023933	2	2
OG0023934	1	1
OG0023935	1	1
OG0023936	2	2
OG0023937	2	2
OG0023938	1	1
OG0023939	1	1
OG0023940	2	2
OG0023941	1	1
OG0023942	2	2
OG0023943	2	2
OG0023944	1	1
OG0023945	1	1
OG0023946	1	1
OG0023947	2	2
OG0023948	0	0
OG0023949	0	0
OG0023950	1	1
OG0023951	0	0
OG0023952	2	2
OG0023953	1	1
OG0023954	1	1
OG0023955	1	1
OG0023956	2	2
OG0023957	0	0
OG0023958	1	1
OG0023959	2	2
OG0023960	1	1
OG0023961	1	1
OG0023962	1	1
OG0023963	2	2
OG0023964	2	2
OG0023965	1	1
OG0023966	2	2
OG0023967	1	1
OG0023968	1	1
OG0023969	2	2
OG0023970	1	1
OG0023971	3	3
OG0023972	3	3
OG0023973	3	3
OG0023974	2	2
OG0023975	3	3
OG0023976	3	3
OG0023977	2	2
OG0023978	3	3
OG0023979	1	1
OG0023980	3	3
OG0023981	2	2
OG0023982	3	3
OG0023983	3	3
OG0023984	1	1
OG0023985	3	3
OG0023986	3	3
OG0023987	3	3
OG0023988	3	3
OG0023989	2	2
OG0023990	1	1
OG0023991	3	3
OG0023992	2	2
OG0023993	3	3
OG0023994	3	3
OG0023995	1	1
OG0023996	3	3
OG0023997	1	1
OG0023998	3	3
OG0023999	3	3
OG0024000	3	3
OG0024001	1	1
OG0024002	0	0
OG0024003	3	3
OG0024004	3	3
OG0024005	0	0
OG0024006	3	3
OG0024007	2	2
OG0024008	2	2
OG0024009	3	3
OG0024010	3	3
OG0024011	3	3
OG0024012	3	3
OG0024013	1	1
OG0024014	1	1
OG0024015	2	2
OG0024016	0	0
OG0024017	2	2
OG0024018	3	3
OG0024019	1	1
OG0024020	1	1
OG0024021	3	3
OG0024022	1	1
OG0024023	3	3
OG0024024	3	3
OG0024025	0	0
OG0024026	3	3
OG0024027	2	2
OG0024028	1	1
OG0024029	1	1
OG0024030	1	1
OG0024031	1	1
OG0024032	3	3
OG0024033	1	1
OG0024034	0	0
OG0024035	2	2
OG0024036	1	1
OG0024037	3	3
OG0024038	2	2
OG0024039	2	2
OG0024040	2	2
OG0024041	2	2
OG0024042	2	2
OG0024043	1	1
OG0024044	3	3
OG0024045	3	3
OG0024046	3	3
OG0024047	1	1
OG0024048	3	3
OG0024049	3	3
OG0024050	2	2
OG0024051	3	3
OG0024052	3	3
OG0024053	3	3
OG0024054	3	3
OG0024055	3	3
OG0024056	2	2
OG0024057	2	2
OG0024058	3	3
OG0024059	3	3
OG0024060	3	3
OG0024061	1	1
OG0024062	1	1
OG0024063	2	2
OG0024064	3	3
OG0024065	3	3
OG0024066	2	2
OG0024067	3	3
OG0024068	3	3
OG0024069	3	3
OG0024070	2	2
OG0024071	2	2
OG0024072	3	3
OG0024073	2	2
OG0024074	3	3
OG0024075	3	3
OG0024076	2	2
OG0024077	3	3
OG0024078	3	3
OG0024079	3	3
OG0024080	0	0
OG0024081	0	0
OG0024082	3	3
OG0024083	2	2
OG0024084	3	3
OG0024085	0	0
OG0024086	2	2
OG0024087	3	3
OG0024088	3	3
OG0024089	0	0
OG0024090	0	0
OG0024091	1	1
OG0024092	2	2
OG0024093	0	0
OG0024094	1	1
OG0024095	0	0
OG0024096	1	1
OG0024097	1	1
OG0024098	2	2
OG0024099	3	3
OG0024100	3	3
OG0024101	3	3
OG0024102	3	3
OG0024103	3	3
OG0024104	2	2
OG0024105	3	3
OG0024106	2	2
OG0024107	3	3
OG0024108	1	1
OG0024109	3	3
OG0024110	2	2
OG0024111	2	2
OG0024112	1	1
OG0024113	2	2
OG0024114	2	2
OG0024115	3	3
OG0024116	3	3
OG0024117	3	3
OG0024118	1	1
OG0024119	3	3
OG0024120	3	3
OG0024121	3	3
OG0024122	1	1
OG0024123	3	3
OG0024124	2	2
OG0024125	2	2
OG0024126	3	3
OG0024127	1	1
OG0024128	2	2
OG0024129	1	1
OG0024130	1	1
OG0024131	3	3
OG0024132	0	0
OG0024133	0	0
OG0024134	2	2
OG0024135	2	2
OG0024136	3	3
OG0024137	3	3
OG0024138	3	3
OG0024139	2	2
OG0024140	2	2
OG0024141	2	2
OG0024142	1	1
OG0024143	2	2
OG0024144	2	2
OG0024145	3	3
OG0024146	2	2
OG0024147	3	3
OG0024148	1	1
OG0024149	0	0
